"Unique_ThreadID","newsgroup","newsgroup_ID","NG_Relative_ThreadID","Thread.Title","URL","Date","Number.of.Messages","Thread_Relevancy"
"NG02_TH00021","netmotss","NG02","TH00021","Have a good newsgroup...","https://groups.google.com./g/net.motss/c/7cerfUpf9mk",1983-10-25,2,0.5
"NG02_TH00020","netmotss","NG02","TH00020","On remarks from guest@sfucmpt","https://groups.google.com./g/net.motss/c/lfyraRvz5sU",1983-10-25,2,2.5
"NG02_TH00019","netmotss","NG02","TH00019","AIDS","https://groups.google.com./g/net.motss/c/2hezatAfgs0",1983-10-24,4,1.25
"NG02_TH00018","netmotss","NG02","TH00018","Sodom and Gomorrah","https://groups.google.com./g/net.motss/c/gnAh1aSE8c4",1983-10-24,2,1
"NG02_TH00016","netmotss","NG02","TH00016","Isherwood","https://groups.google.com./g/net.motss/c/v4BUcv1MOk0",1983-10-21,1,1
"NG02_TH00014","netmotss","NG02","TH00014","Reposting: current Massachusetts legislation of interest","https://groups.google.com./g/net.motss/c/HgVPEK4gYb8",1983-10-18,1,1
"NG02_TH00013","netmotss","NG02","TH00013","reposting of earlier article that got 'lost'","https://groups.google.com./g/net.motss/c/6lsCtQ9smNA",1983-10-18,2,0.5
"NG02_TH00012","netmotss","NG02","TH00012","West Suburban (Chicago) Gay Association Calendar of Events","https://groups.google.com./g/net.motss/c/2ecKKGOR6dY",1983-10-17,1,1
"NG02_TH00009","netmotss","NG02","TH00009","electronic vandalism","https://groups.google.com./g/net.motss/c/pPiwhuenFbs",1983-10-16,2,0.5
"NG02_TH00007","netmotss","NG02","TH00007","Coming Out, Homoeroticism, and stats","https://groups.google.com./g/net.motss/c/5xb1BbkFQig",1983-10-14,1,1
"NG02_TH00002","netmotss","NG02","TH00002","Recent Massachusetts legislation","https://groups.google.com./g/net.motss/c/KKnmvNmOrq4",1983-10-13,3,0.333333333333333
"NG03_TH02420","netnews","NG03","TH02420","FidoNET Newsletter, Volume 3, # 39","https://groups.google.com./g/net.news/c/KH6TkHdFEfU",1986-11-03,25,0.04
"NG03_TH02409","netnews","NG03","TH02409","How to Defeat the Backbone Cabal in your Spare Time","https://groups.google.com./g/net.news/c/iQFGlXHymMk",1986-10-23,5,0.2
"NG03_TH02400","netnews","NG03","TH02400","FidoNet Newsletter, Volume 3, #37","https://groups.google.com./g/net.news/c/R0uKiYWnpB4",1986-10-11,3,0.333333333333333
"NG03_TH02398","netnews","NG03","TH02398","FidoNET Newsletter, Volume 3, # 38","https://groups.google.com./g/net.news/c/vJcveOdBDC0",1986-10-08,1,1
"NG03_TH02394","netnews","NG03","TH02394","Backbone automatic news-compression question ...","https://groups.google.com./g/net.news/c/IzFBObzmapY",1986-10-02,6,0.166666666666667
"NG03_TH02387","netnews","NG03","TH02387","Source for rn","https://groups.google.com./g/net.news/c/5nCqh23OSPg",1986-09-23,2,0.5
"NG03_TH02369","netnews","NG03","TH02369","Final Netiquette (Part 1 of 2)","https://groups.google.com./g/net.news/c/T179zNxAZSc",1986-08-19,2,0.5
"NG03_TH02350","netnews","NG03","TH02350","Netiquette","https://groups.google.com./g/net.news/c/6Md8J0SuMto",1986-07-25,5,0.2
"NG03_TH02347","netnews","NG03","TH02347","five years of traffic","https://groups.google.com./g/net.news/c/RY6NQA2kz-8",1986-07-20,6,0.166666666666667
"NG03_TH02340","netnews","NG03","TH02340","Expiration Dates On Articles","https://groups.google.com./g/net.news/c/z2sqjVp8Zxk",1986-07-10,2,0.5
"NG03_TH02317","netnews","NG03","TH02317","Towards making hosts and their admin free from a criminal offence","https://groups.google.com./g/net.news/c/yGBvGllCjFg",1986-06-22,33,0.0303030303030303
"NG03_TH02312","netnews","NG03","TH02312","usenet volume problems...","https://groups.google.com./g/net.news/c/nhVCogcEDuQ",1986-06-18,5,0.6
"NG03_TH02304","netnews","NG03","TH02304","Man of Steel, Woman of Kleenex","https://groups.google.com./g/net.news/c/eo7fUmdYNLw",1986-06-09,4,0.25
"NG03_TH02278","netnews","NG03","TH02278","Welcome to net.rec.drugs!","https://groups.google.com./g/net.news/c/Mf8on5VQztk",1986-05-19,3,0.333333333333333
"NG03_TH02277","netnews","NG03","TH02277","Rn 4.3 patches 1-10","https://groups.google.com./g/net.news/c/HBtKOPAlZVw",1986-05-19,3,0.666666666666667
"NG03_TH02266","netnews","NG03","TH02266","Response to <214@randvax.UUCP> <474@zaphod.UUCP> <2322@phri.UUCP>","https://groups.google.com./g/net.news/c/aFc-UfhF20c",1986-05-14,2,1
"NG03_TH02248","netnews","NG03","TH02248","Shar format found dangerous","https://groups.google.com./g/net.news/c/UFsabD4dlbM",1986-04-30,8,0.5
"NG03_TH02247","netnews","NG03","TH02247","Response to <214@randvax.UUCP> <474@zaphod.UUCP> <2322@phri.UUCP>","https://groups.google.com./g/net.news/c/HyH-xsGZi9U",1986-04-27,1,1
"NG03_TH02244","netnews","NG03","TH02244","Suggestions","https://groups.google.com./g/net.news/c/dl5nkvYgYd0",1986-04-13,1,1
"NG03_TH02223","netnews","NG03","TH02223","INFO-MAC Goodies...","https://groups.google.com./g/net.news/c/jw-lHYBwROo",1986-03-26,7,0.285714285714286
"NG03_TH02212","netnews","NG03","TH02212","mod groups don't work -- here is someone else with a problem","https://groups.google.com./g/net.news/c/bSnSfP5vvus",1986-03-11,8,0.25
"NG03_TH02211","netnews","NG03","TH02211","proposal/query for an improvement of the ""rn"" program","https://groups.google.com./g/net.news/c/hSH0O_Av-gw",1986-03-09,2,0.5
"NG03_TH02205","netnews","NG03","TH02205","Should the Usenet/UUCP maps have extended expiration dates?","https://groups.google.com./g/net.news/c/K9eSi-E6pNM",1986-03-04,23,0.0434782608695652
"NG03_TH02195","netnews","NG03","TH02195","ComputerViruses: Help needed","https://groups.google.com./g/net.news/c/GETQtcthDLM",1986-02-14,1,1
"NG03_TH02193","netnews","NG03","TH02193","compress vax->sun","https://groups.google.com./g/net.news/c/832U1H5IFjA",1986-02-10,2,0.5
"NG03_TH02173","netnews","NG03","TH02173","Send Me all your songs!","https://groups.google.com./g/net.news/c/d_WYF_OoSZw",1986-01-19,1,1
"NG03_TH02140","netnews","NG03","TH02140","a compromise to posting MAC-sources (archive on ARPA)","https://groups.google.com./g/net.news/c/zEA76fPOlzk",1985-12-04,1,1
"NG03_TH02117","netnews","NG03","TH02117","2400 (or higher) baud modems","https://groups.google.com./g/net.news/c/VzYYY1gFfMo",1985-11-24,5,0.2
"NG03_TH02116","netnews","NG03","TH02116","Cleaning up net.sources.mac","https://groups.google.com./g/net.news/c/UieuK7LW7po",1985-11-23,40,0.075
"NG03_TH02109","netnews","NG03","TH02109","c*nc*l <148@psueea.UUCP> and many others","https://groups.google.com./g/net.news/c/SIzUtXK1_cU",1985-11-21,20,0.05
"NG03_TH02097","netnews","NG03","TH02097","Net censorship (PLEASE READ)","https://groups.google.com./g/net.news/c/MBTbBbW0--g",1985-11-17,10,0.1
"NG03_TH02082","netnews","NG03","TH02082","shareware","https://groups.google.com./g/net.news/c/uYUu04CuNcY",1985-11-09,23,0.0434782608695652
"NG03_TH02023","netnews","NG03","TH02023","Keyword based news","https://groups.google.com./g/net.news/c/ZZw_tmUYiP4",1985-10-07,3,0.333333333333333
"NG03_TH02022","netnews","NG03","TH02022","What newsgroups are *really* needed?","https://groups.google.com./g/net.news/c/jMSTcPUZrAs",1985-10-05,10,0.2
"NG03_TH02018","netnews","NG03","TH02018","Why digests are bad","https://groups.google.com./g/net.news/c/tt6TpvunPAY",1985-10-02,19,0.157894736842105
"NG03_TH02001","netnews","NG03","TH02001","How to fix the net","https://groups.google.com./g/net.news/c/hEJS9YHuH8Y",1985-09-17,1,1
"NG03_TH01995","netnews","NG03","TH01995","Program for finding out what's subscribed to.","https://groups.google.com./g/net.news/c/7fLKBYOaVw4",1985-09-09,1,1
"NG03_TH01981","netnews","NG03","TH01981","Anonymous Postings","https://groups.google.com./g/net.news/c/-nK6Z9iy0Ew",1985-08-29,7,0.285714285714286
"NG03_TH01965","netnews","NG03","TH01965","Not checking printf's result causes another news bug","https://groups.google.com./g/net.news/c/PDNIRdr3YgY",1985-08-17,3,0.333333333333333
"NG03_TH01958","netnews","NG03","TH01958","Newsgroup creations and deletions","https://groups.google.com./g/net.news/c/bt0AMsehtI4",1985-08-14,14,0.0714285714285714
"NG03_TH01945","netnews","NG03","TH01945","Removing net.flame","https://groups.google.com./g/net.news/c/OScedFc_LbU",1985-08-03,45,0.0666666666666667
"NG03_TH01936","netnews","NG03","TH01936","A modest proposal","https://groups.google.com./g/net.news/c/PShPncCGe2g",1985-08-01,3,0.333333333333333
"NG03_TH01909","netnews","NG03","TH01909","net.flame (surprise!)","https://groups.google.com./g/net.news/c/Zykru_EZGgI",1985-07-12,4,0.5
"NG03_TH01886","netnews","NG03","TH01886","STARGATE (READ THIS!)","https://groups.google.com./g/net.news/c/oU-n3cP64ao",1985-07-02,38,0.105263157894737
"NG03_TH01881","netnews","NG03","TH01881","Saving postings","https://groups.google.com./g/net.news/c/dUVEIUI6cWk",1985-07-01,1,1
"NG03_TH01837","netnews","NG03","TH01837","rn 4.3 is unleashed on the world","https://groups.google.com./g/net.news/c/sg-V_8Gzxr4",1985-05-06,1,1
"NG03_TH01785","netnews","NG03","TH01785","mail-lan.news disbanded","https://groups.google.com./g/net.news/c/iZF59WKKWLo",1985-03-18,1,1
"NG03_TH01780","netnews","NG03","TH01780","netnews and keywords","https://groups.google.com./g/net.news/c/MfLCSoa2RkM",1985-03-13,5,0.2
"NG03_TH01761","netnews","NG03","TH01761","net overload-- comments and suggestions","https://groups.google.com./g/net.news/c/CioHh5bgnVk",1985-03-07,10,0.1
"NG03_TH01757","netnews","NG03","TH01757","too many new groups","https://groups.google.com./g/net.news/c/6ZRssexTQOk",1985-03-06,7,0.285714285714286
"NG03_TH01741","netnews","NG03","TH01741","Results of ""Alright. I'm gonna create ...""","https://groups.google.com./g/net.news/c/i0QB3vzaEuU",1985-02-19,1,1
"NG03_TH01738","netnews","NG03","TH01738","Alright. I'm gonna create net.sources.d","https://groups.google.com./g/net.news/c/t_abijstz5w",1985-02-16,4,0.5
"NG03_TH01728","netnews","NG03","TH01728","WARNING","https://groups.google.com./g/net.news/c/zCAYGe7odvc",1985-02-06,19,0.0526315789473684
"NG03_TH01704","netnews","NG03","TH01704","what is stargate?","https://groups.google.com./g/net.news/c/FzgH4gAFYA8",1985-01-19,1,1
"NG03_TH01702","netnews","NG03","TH01702","Another idea...","https://groups.google.com./g/net.news/c/5dIBvLaNDYI",1985-01-19,1,1
"NG03_TH01692","netnews","NG03","TH01692","Orphaned Response","https://groups.google.com./g/net.news/c/SS50OzbjJtU",1985-01-14,1,1
"NG03_TH01688","netnews","NG03","TH01688","The cost of moderating satellite News","https://groups.google.com./g/net.news/c/N7GmagZ3Ezs",1985-01-13,11,0.181818181818182
"NG03_TH01682","netnews","NG03","TH01682","RFC usenet article archive program with keyword lookup","https://groups.google.com./g/net.news/c/lAep2wPpsPI",1985-01-07,1,1
"NG03_TH01675","netnews","NG03","TH01675","File compression program (compress R3.0) posted to mod.sources","https://groups.google.com./g/net.news/c/RXBpsLWifVg",1985-01-04,1,1
"NG03_TH01662","netnews","NG03","TH01662","Feature suggestion for netnews -- file enclosure","https://groups.google.com./g/net.news/c/O9GJxfgQNqo",1984-12-26,2,1
"NG03_TH01642","netnews","NG03","TH01642","Objection to annonymous postings","https://groups.google.com./g/net.news/c/nxQU4ZZCfrk",1984-12-15,19,0.105263157894737
"NG03_TH01602","netnews","NG03","TH01602","Print newsgroup purpose before accepting article","https://groups.google.com./g/net.news/c/77YKhuNTFQQ",1984-11-21,1,1
"NG03_TH01601","netnews","NG03","TH01601","""FREE""dom of the net is costing over $600,000 this year","https://groups.google.com./g/net.news/c/XKY20SLSGOM",1984-11-21,18,0.0555555555555556
"NG03_TH01579","netnews","NG03","TH01579","Known News Versions in use","https://groups.google.com./g/net.news/c/IZ59Ijkweow",1984-11-08,1,1
"NG03_TH01566","netnews","NG03","TH01566","Welcome to Usenet 1984","https://groups.google.com./g/net.news/c/9cTlp_LxZoE",1984-11-01,8,0.125
"NG03_TH01556","netnews","NG03","TH01556","Overhelpfulness in 2.10.2","https://groups.google.com./g/net.news/c/_wceO00q9SY",1984-10-29,14,0.214285714285714
"NG03_TH01537","netnews","NG03","TH01537","Known News Versions in use","https://groups.google.com./g/net.news/c/DsnhUacY3Ec",1984-10-17,7,0.142857142857143
"NG03_TH01531","netnews","NG03","TH01531","Information requests/discussions in net.sources!","https://groups.google.com./g/net.news/c/8jT1SqNR44o",1984-10-12,1,1
"NG03_TH01510","netnews","NG03","TH01510","crap in net.sources","https://groups.google.com./g/net.news/c/sfHUfWjhe2c",1984-09-30,4,0.25
"NG03_TH01509","netnews","NG03","TH01509","Newsgroup changes (net.sources and net.adm)","https://groups.google.com./g/net.news/c/-cRDWdVwKko",1984-09-28,1,1
"NG03_TH01502","netnews","NG03","TH01502","Munched article.","https://groups.google.com./g/net.news/c/ZARxqW6f0yQ",1984-09-26,2,0.5
"NG03_TH01501","netnews","NG03","TH01501","A different form of line eater bug!","https://groups.google.com./g/net.news/c/qX9APKBp4xY",1984-09-25,1,1
"NG03_TH01496","netnews","NG03","TH01496","pcc compiler source needed","https://groups.google.com./g/net.news/c/c7EhsRvKKWw",1984-09-21,2,0.5
"NG03_TH01484","netnews","NG03","TH01484","Known News Versions in use","https://groups.google.com./g/net.news/c/3YIMlfjdqsw",1984-09-08,1,1
"NG03_TH01450","netnews","NG03","TH01450","Posting uuencoded binaries to net.sources","https://groups.google.com./g/net.news/c/aYR0rBbU1cI",1984-08-17,6,0.333333333333333
"NG03_TH01442","netnews","NG03","TH01442","on binaries in net.sources","https://groups.google.com./g/net.news/c/arLznrp5QFk",1984-08-14,2,0.5
"NG03_TH01440","netnews","NG03","TH01440","Known News Versions in use","https://groups.google.com./g/net.news/c/NFWAyFYhyAA",1984-08-14,1,1
"NG03_TH01430","netnews","NG03","TH01430","Extracting shar files from news articles","https://groups.google.com./g/net.news/c/6QRy44hwU4w",1984-08-06,3,0.333333333333333
"NG03_TH01406","netnews","NG03","TH01406","Known News Versions in use","https://groups.google.com./g/net.news/c/bozCTC8CTcY",1984-07-14,1,1
"NG03_TH01398","netnews","NG03","TH01398","why is this bubblesort nonsense in net.sources!?!","https://groups.google.com./g/net.news/c/W9Sa_MyPn9Y",1984-07-12,2,1
"NG03_TH01394","netnews","NG03","TH01394","Line Eater Lives","https://groups.google.com./g/net.news/c/JdvTJZPvEIE",1984-07-10,1,1
"NG03_TH01355","netnews","NG03","TH01355","About nuking newsgroups:","https://groups.google.com./g/net.news/c/E24drHTQ-9o",1984-06-13,27,0.037037037037037
"NG03_TH01341","netnews","NG03","TH01341","About nuking newsgroups and other flames","https://groups.google.com./g/net.news/c/6VHJYo-HVhQ",1984-06-05,2,0.5
"NG03_TH01294","netnews","NG03","TH01294","Known News Versions in use","https://groups.google.com./g/net.news/c/-Nf493eNulA",1984-05-08,1,1
"NG03_TH01290","netnews","NG03","TH01290","Censorship: A Case History (part 3, 26 Jan 84 to 9 Feb 84)","https://groups.google.com./g/net.news/c/ojj9ehvpr1I",1984-05-07,1,1
"NG03_TH01255","netnews","NG03","TH01255","Known News Versions in use","https://groups.google.com./g/net.news/c/GP0uMsHsv30",1984-04-08,1,1
"NG03_TH01247","netnews","NG03","TH01247","pathalias hooks wanted","https://groups.google.com./g/net.news/c/ZA2Qt6aWzus",1984-04-03,1,1
"NG03_TH01243","netnews","NG03","TH01243","What a good news compressor should do","https://groups.google.com./g/net.news/c/iT1loT2uaP4",1984-04-01,3,0.333333333333333
"NG03_TH01239","netnews","NG03","TH01239","Logjam cleanup in expire(8)","https://groups.google.com./g/net.news/c/nts3VlvwFAM",1984-03-28,1,1
"NG03_TH01223","netnews","NG03","TH01223","Known News Versions in use","https://groups.google.com./g/net.news/c/rTZhY6zSLRw",1984-03-22,1,1
"NG03_TH01204","netnews","NG03","TH01204","Known News Versions in use","https://groups.google.com./g/net.news/c/sJeN5qYP680",1984-03-08,1,1
"NG03_TH01170","netnews","NG03","TH01170","News-archive advertising suggestion/request","https://groups.google.com./g/net.news/c/LytPJbSqJTw",1984-02-15,1,1
"NG03_TH01168","netnews","NG03","TH01168","A Thought on Newsgroup Structure (lo - (nf)","https://groups.google.com./g/net.news/c/0EkrLLE79xM",1984-02-13,12,0.0833333333333333
"NG03_TH01163","netnews","NG03","TH01163","Known News Versions in use","https://groups.google.com./g/net.news/c/DcD1bMLjz9g",1984-02-08,1,1
"NG03_TH01151","netnews","NG03","TH01151","Western Civ Decline Poll Results","https://groups.google.com./g/net.news/c/LxTZpQoRtEo",1984-01-28,1,1
"NG03_TH01132","netnews","NG03","TH01132","Known News Versions in use","https://groups.google.com./g/net.news/c/-6LjctLXTLQ",1984-01-08,1,1
"NG03_TH01124","netnews","NG03","TH01124","Known News Versions in use","https://groups.google.com./g/net.news/c/nb18LJUqA14",1983-12-23,1,1
"NG03_TH01072","netnews","NG03","TH01072","Known News Versions in use","https://groups.google.com./g/net.news/c/dWTmYNtyxC8",1983-11-08,1,1
"NG03_TH01037","netnews","NG03","TH01037","Known News Versions in use","https://groups.google.com./g/net.news/c/jWyNNflzBGs",1983-10-08,1,1
"NG03_TH01029","netnews","NG03","TH01029","major bug in 2.10.1 expire","https://groups.google.com./g/net.news/c/AuX_2CCHyPA",1983-10-06,1,1
"NG03_TH00936","netnews","NG03","TH00936","Known News Versions in use","https://groups.google.com./g/net.news/c/8BGB0ejGxrk",1983-08-08,1,1
"NG03_TH00889","netnews","NG03","TH00889","Current News Versions in Use","https://groups.google.com./g/net.news/c/OExAPXrlOJ8",1983-07-22,1,1
"NG03_TH00880","netnews","NG03","TH00880","Your Boat","https://groups.google.com./g/net.news/c/J1urghLXPYQ",1983-07-16,1,1
"NG03_TH00877","netnews","NG03","TH00877","Non-source material in net.sources","https://groups.google.com./g/net.news/c/Se5f4W-b7xQ",1983-07-14,2,0.5
"NG03_TH00875","netnews","NG03","TH00875","Your Boat","https://groups.google.com./g/net.news/c/scxQwQ_f6t0",1983-07-07,1,1
"NG03_TH00869","netnews","NG03","TH00869","News versions in use","https://groups.google.com./g/net.news/c/H8c2gUV1nFQ",1983-07-06,2,0.5
"NG03_TH00854","netnews","NG03","TH00854","history and expirations","https://groups.google.com./g/net.news/c/G2xRs491Mb4",1983-06-26,5,0.2
"NG03_TH00827","netnews","NG03","TH00827","Still more on unknown netnews problem","https://groups.google.com./g/net.news/c/QXVRl29UHX0",1983-06-06,1,1
"NG03_TH00812","netnews","NG03","TH00812","unknown problem with netnews","https://groups.google.com./g/net.news/c/-BW8jPmDSHk",1983-06-01,2,0.5
"NG03_TH00758","netnews","NG03","TH00758","INFO-LAW","https://groups.google.com./g/net.news/c/hB3ZI61N_q4",1983-04-13,1,1
"NG03_TH00727","netnews","NG03","TH00727","Extra! Extra!","https://groups.google.com./g/net.news/c/rHZ4AER4RZs",1983-03-07,1,1
"NG03_TH00701","netnews","NG03","TH00701","Local Archiving Reconsidered","https://groups.google.com./g/net.news/c/bf7arSVDg1U",1983-02-10,2,0.5
"NG03_TH00689","netnews","NG03","TH00689","USENET Archive status","https://groups.google.com./g/net.news/c/uXeFhu-g9go",1983-01-31,1,1
"NG03_TH00682","netnews","NG03","TH00682","Future patterns in usenet usage","https://groups.google.com./g/net.news/c/qbiOUmhO0fk",1983-01-22,2,0.5
"NG03_TH00666","netnews","NG03","TH00666","Changes to expire.c for control articles","https://groups.google.com./g/net.news/c/gsAWLeAbaEw",1983-01-13,1,1
"NG03_TH00658","netnews","NG03","TH00658","No more rmgroup messages until the bug is fixed.","https://groups.google.com./g/net.news/c/E39Q3EWszNw",1983-01-10,2,0.5
"NG03_TH00642","netnews","NG03","TH00642","USENET Organization - update","https://groups.google.com./g/net.news/c/jlmQkTfOq74",1983-01-02,1,1
