"ThreadID","Thread.Title","URL","Date","Number.of.Messages","newsgroup"
"TH00185","Being ""out"" in a dorm","https://groups.google.com./g/net.motss/c/8p4yzSqqegs","4/26/84",1,"netmotss"
"TH00184","[Posting for ""Bert""] David Susskind and Aesthetic Realism","https://groups.google.com./g/net.motss/c/7xiWU6FXPtQ","4/24/84",5,"netmotss"
"TH00183","AIDS Breakthrough","https://groups.google.com./g/net.motss/c/n9WbjWW_Hh0","4/24/84",3,"netmotss"
"TH00182","Where does it stop?","https://groups.google.com./g/net.motss/c/KQ18YemU59E","4/20/84",4,"netmotss"
"TH00181","Gay TV shows and films Drivel","https://groups.google.com./g/net.motss/c/pznZtqUPA3I","4/20/84",17,"netmotss"
"TH00180","Gay Monopoly","https://groups.google.com./g/net.motss/c/ovEd3EyX2HY","4/18/84",1,"netmotss"
"TH00179","Friendship marriages","https://groups.google.com./g/net.motss/c/2jau_0XtCJk","4/17/84",1,"netmotss"
"TH00178","SF Domestic Partners Ordinance","https://groups.google.com./g/net.motss/c/0Ag0Ob71HsE","4/17/84",1,"netmotss"
"TH00177","converting Gays to Straights","https://groups.google.com./g/net.motss/c/0zEwvQepBkU","4/16/84",1,"netmotss"
"TH00176","board game review -- GAY MONOPOLY","https://groups.google.com./g/net.motss/c/2bSZ7PF0wnQ","4/16/84",1,"netmotss"
"TH00175","Where have all the `fluffs' gone?","https://groups.google.com./g/net.motss/c/bjP1oiVOGKE","4/13/84",1,"netmotss"
"TH00174","A Book Review: 'The Faggots & Their Friends Between Revolutions'","https://groups.google.com./g/net.motss/c/au79LtE2mEo","4/13/84",2,"netmotss"
"TH00173","Hotel New Hampshire","https://groups.google.com./g/net.motss/c/oKdUV3sB7lc","4/13/84",1,"netmotss"
"TH00172","Where have all the 'fluffs' gone?","https://groups.google.com./g/net.motss/c/IIxDYe7Wjrc","4/10/84",1,"netmotss"
"TH00171","SECURITY CLEARANCES","https://groups.google.com./g/net.motss/c/ZeB7Y_jdkj4","3/31/84",1,"netmotss"
"TH00170","Roommate needed - Boston area","https://groups.google.com./g/net.motss/c/O2D_53XIbM0","3/28/84",1,"netmotss"
"TH00169","Gays and Clearances Query","https://groups.google.com./g/net.motss/c/A7sicsi-H7c","3/22/84",1,"netmotss"
"TH00168","Attention Californians","https://groups.google.com./g/net.motss/c/4YMDersq5fM","3/21/84",4,"netmotss"
"TH00167","Windy City Spring Concert","https://groups.google.com./g/net.motss/c/7eE2Df2Lns0","3/15/84",1,"netmotss"
"TH00166","The Salvation Army - A Plea for Understanding","https://groups.google.com./g/net.motss/c/6pPNt3TQkP0","3/5/84",1,"netmotss"
"TH00165","""M.: gentle men for gender justice""","https://groups.google.com./g/net.motss/c/g4sCvuVZeaw","3/5/84",2,"netmotss"
"TH00164","?? Christianity ??","https://groups.google.com./g/net.motss/c/XZ4MmLcvAJg","3/5/84",2,"netmotss"
"TH00163","Cristianity?","https://groups.google.com./g/net.motss/c/PWCCprZpMwg","3/4/84",2,"netmotss"
"TH00162","Gay magazines","https://groups.google.com./g/net.motss/c/gbpSFRKiY6c","3/1/84",2,"netmotss"
"TH00161","Hello out there...","https://groups.google.com./g/net.motss/c/Mp3YYAODEBU","2/28/84",1,"netmotss"
"TH00160","Pornography","https://groups.google.com./g/net.motss/c/1X2LBTHpCs8","2/19/84",1,"netmotss"
"TH00159","Repost of ""Felix"" on coming out.","https://groups.google.com./g/net.motss/c/5R2bDVrUQeI","2/16/84",1,"netmotss"
"TH00158","Chicago Gay Organization Events","https://groups.google.com./g/net.motss/c/XnJyXVS3wf4","2/16/84",1,"netmotss"
"TH00157","books Homosexuality/Religion","https://groups.google.com./g/net.motss/c/OgS3zCTcdf0","2/15/84",1,"netmotss"
"TH00156","Book","https://groups.google.com./g/net.motss/c/YPtgzWD1ez0","2/14/84",2,"netmotss"
"TH00155","Keep Religion Out Of NET.MOTSS","https://groups.google.com./g/net.motss/c/zVgPUfhmniA","2/14/84",3,"netmotss"
"TH00154","A netwide appology to saquigley","https://groups.google.com./g/net.motss/c/rv6VXesU_Z4","2/12/84",1,"netmotss"
"TH00153","forwarded message","https://groups.google.com./g/net.motss/c/Q8y4B0SNlGE","2/12/84",2,"netmotss"
"TH00152","My mailing address... oops","https://groups.google.com./g/net.motss/c/qG4PKzd9zS8","2/11/84",1,"netmotss"
"TH00151","""Felix"" on comming out.","https://groups.google.com./g/net.motss/c/vwhhPlNcduE","2/11/84",1,"netmotss"
"TH00150","Sub-human Christian attitudes","https://groups.google.com./g/net.motss/c/fZsXeyd3tNE","2/10/84",1,"netmotss"
"TH00149","NAMBLA, parents and homophobia","https://groups.google.com./g/net.motss/c/vR3_bvyK94w","2/9/84",4,"netmotss"
"TH00148","coming out","https://groups.google.com./g/net.motss/c/D8niqtwgv2M","2/8/84",2,"netmotss"
"TH00147","Scattered Thoughts","https://groups.google.com./g/net.motss/c/mqfGiOG6X2E","2/8/84",2,"netmotss"
"TH00146","ramblings on saquigleys message","https://groups.google.com./g/net.motss/c/dCDtcYGIK78","2/8/84",1,"netmotss"
"TH00145","Coming out","https://groups.google.com./g/net.motss/c/Fw8WSR2dI1g","2/7/84",1,"netmotss"
"TH00144","Anal sex tied to AIDS","https://groups.google.com./g/net.motss/c/ZGvG0ZRvkEU","2/6/84",1,"netmotss"
"TH00143","Windy City Gay Chorus Benefit","https://groups.google.com./g/net.motss/c/fATjwRCrMVw","2/5/84",1,"netmotss"
"TH00142","Child sexuality, incest and trauma","https://groups.google.com./g/net.motss/c/zLrYSdrhTu4","2/3/84",2,"netmotss"
"TH00141","forwarded message","https://groups.google.com./g/net.motss/c/djXL7oCZNtA","2/3/84",1,"netmotss"
"TH00140","I want a boy","https://groups.google.com./g/net.motss/c/jwt1fwux9u0","2/2/84",1,"netmotss"
"TH00139","Offensive Connotations","https://groups.google.com./g/net.motss/c/fzAPKYcwToY","2/1/84",1,"netmotss"
"TH00138","What does NAMBLA want?","https://groups.google.com./g/net.motss/c/bAT4AAc4_-8","2/1/84",1,"netmotss"
"TH00137","Chicago Area Group Meets for Lunch","https://groups.google.com./g/net.motss/c/_zWWmiYVP2c","2/1/84",1,"netmotss"
"TH00136","Net.motss about what??","https://groups.google.com./g/net.motss/c/xff7yzlkTGQ","1/31/84",1,"netmotss"
"TH00135","NAMBLA","https://groups.google.com./g/net.motss/c/ckdqIdIwZuE","1/30/84",1,"netmotss"
"TH00134","Poem: He","https://groups.google.com./g/net.motss/c/_9d0JSUxsA8","1/30/84",1,"netmotss"
"TH00133","MISCELLANEOUS","https://groups.google.com./g/net.motss/c/bt2b6BjAenU","1/28/84",3,"netmotss"
"TH00132","forwarded message","https://groups.google.com./g/net.motss/c/5RTfco1r6AM","1/28/84",1,"netmotss"
"TH00131","NAMBLA RESOLUTION","https://groups.google.com./g/net.motss/c/s8aqZAXFLQ8","1/26/84",9,"netmotss"
"TH00130","NAMBLA","https://groups.google.com./g/net.motss/c/5fRqolg8PLE","1/26/84",3,"netmotss"
"TH00129","words","https://groups.google.com./g/net.motss/c/vyga0Y7F7B4","1/26/84",1,"netmotss"
"TH00128","Words","https://groups.google.com./g/net.motss/c/hqEuNTmVEpk","1/25/84",1,"netmotss"
"TH00127","Separatism","https://groups.google.com./g/net.motss/c/e82dn8G-fVE","1/25/84",2,"netmotss"
"TH00126","Anal sex tied to AIDS - journal of the AMA","https://groups.google.com./g/net.motss/c/8uPRq4T7RRs","1/25/84",3,"netmotss"
"TH00125","MORE MISCELLANEOUS","https://groups.google.com./g/net.motss/c/kF2FiOC8dBo","1/23/84",7,"netmotss"
"TH00124","pronouns","https://groups.google.com./g/net.motss/c/I6FEiaPhSs0","1/23/84",3,"netmotss"
"TH00123","Don't blame the Quakers!","https://groups.google.com./g/net.motss/c/HwQHbtcSKwU","1/23/84",2,"netmotss"
"TH00122","Cross-generation sexuality","https://groups.google.com./g/net.motss/c/R_cv0lCXeb8","1/22/84",1,"netmotss"
"TH00121","About Dan White","https://groups.google.com./g/net.motss/c/IQsWEoEnOYU","1/22/84",1,"netmotss"
"TH00120","More on Gaytek","https://groups.google.com./g/net.motss/c/gpjwfhvlvfw","1/19/84",1,"netmotss"
"TH00119","""Felix"" on NAMBLA and 'The Sisters...'","https://groups.google.com./g/net.motss/c/yAXLGWp0Rps","1/17/84",1,"netmotss"
"TH00118","forwarded message","https://groups.google.com./g/net.motss/c/Di-eD0HX9t4","1/17/84",6,"netmotss"
"TH00117","tuff","https://groups.google.com./g/net.motss/c/-Zk676FQ2DE","1/16/84",1,"netmotss"
"TH00116","motss is not related to NAMBLA","https://groups.google.com./g/net.motss/c/vcs5N7NdLFA","1/15/84",1,"netmotss"
"TH00115","how many out there? - (nf)","https://groups.google.com./g/net.motss/c/1-C_kOQu5mI","1/15/84",7,"netmotss"
"TH00114","Reply to ""Tinkerbelle""","https://groups.google.com./g/net.motss/c/wmK5TMxBP4M","1/14/84",2,"netmotss"
"TH00113","Gaytek","https://groups.google.com./g/net.motss/c/PZYK4OZ9-Fw","1/11/84",1,"netmotss"
"TH00112","""Felix"" on self repression","https://groups.google.com./g/net.motss/c/tL3JdZ6Jc9I","1/10/84",1,"netmotss"
"TH00111","UNIForum Birds of a Feather Session","https://groups.google.com./g/net.motss/c/mpDBzNo9cdM","1/10/84",1,"netmotss"
"TH00110","""Felix"" on talking romance and sex to parents at holiday and other times.","https://groups.google.com./g/net.motss/c/rAp-s1g1XwI","1/9/84",4,"netmotss"
"TH00109","how many out there? - (nf)","https://groups.google.com./g/net.motss/c/jPwo56O_WUc","1/9/84",1,"netmotss"
"TH00108","Handling holidays","https://groups.google.com./g/net.motss/c/TZaYjTUr9qI","1/9/84",3,"netmotss"
"TH00107","American justice and the will of the people","https://groups.google.com./g/net.motss/c/zKFDRqcHxe8","1/9/84",2,"netmotss"
"TH00106","""Yentl"" as metaphor","https://groups.google.com./g/net.motss/c/GJGcz29KU3U","1/9/84",1,"netmotss"
"TH00105","forwarded message","https://groups.google.com./g/net.motss/c/vuEzwA_z0mI","1/7/84",1,"netmotss"
"TH00104","Twins","https://groups.google.com./g/net.motss/c/wrImkJpiJDg","1/6/84",1,"netmotss"
"TH00103","test","https://groups.google.com./g/net.motss/c/1d-Je1rAsAk","1/5/84",1,"netmotss"
"TH00102","Just what do you mean by Homosexuality, anyway?","https://groups.google.com./g/net.motss/c/pzAwwN5mriM","1/1/84",2,"netmotss"
"TH00101","men and homophobia","https://groups.google.com./g/net.motss/c/CLFOa6ZV4eU","1/1/84",2,"netmotss"
"TH00100","Platonic love","https://groups.google.com./g/net.motss/c/qL6eo9kJzX8","12/30/83",2,"netmotss"
"TH00099","posted for ""Felix"" on platonic relationships (re-posted)","https://groups.google.com./g/net.motss/c/EBmEP8qDiBc","12/26/83",1,"netmotss"
"TH00098","posted for ""Felix"" on platonic relationships","https://groups.google.com./g/net.motss/c/PJxbnYOs3Yk","12/24/83",2,"netmotss"
"TH00097","""SEASONS GREETINGS""","https://groups.google.com./g/net.motss/c/zCblO2j13QE","12/23/83",1,"netmotss"
"TH00096","Poking and prodding from ""Felix""","https://groups.google.com./g/net.motss/c/FaXFvPGAqFE","12/20/83",4,"netmotss"
"TH00095","Ann Landers loosening up?","https://groups.google.com./g/net.motss/c/vc-xVVvAqYw","12/19/83",1,"netmotss"
"TH00094","Platonic Relationships","https://groups.google.com./g/net.motss/c/4GHsnA-c2Go","12/19/83",6,"netmotss"
"TH00093","lambda**4","https://groups.google.com./g/net.motss/c/Q24CrHCDVdQ","12/18/83",2,"netmotss"
"TH00092","Novel about a lesbian relationship","https://groups.google.com./g/net.motss/c/40AbJLO6u3U","12/18/83",1,"netmotss"
"TH00091","Glenn opposes rights - (nf)","https://groups.google.com./g/net.motss/c/ud8k90KUJYc","12/17/83",1,"netmotss"
"TH00090","Lesbian S&M and feminism","https://groups.google.com./g/net.motss/c/RR4omeTS_Hk","12/15/83",3,"netmotss"
"TH00089","Article from ""Felix""","https://groups.google.com./g/net.motss/c/ROvsA67-CHI","12/14/83",1,"netmotss"
"TH00088","forwarded message","https://groups.google.com./g/net.motss/c/Yjppn1fZFDE","12/14/83",1,"netmotss"
"TH00087","Yet more on lambda","https://groups.google.com./g/net.motss/c/Wvmhj8dv0J4","12/11/83",3,"netmotss"
"TH00086","Real Men Aren't Named Lance - (nf)","https://groups.google.com./g/net.motss/c/BkAHWRjfhVQ","12/6/83",2,"netmotss"
"TH00085","TEST","https://groups.google.com./g/net.motss/c/kL29t6b417E","12/5/83",1,"netmotss"
"TH00084","The Meaning Of It All: A Gay Vocabulary (long but good)","https://groups.google.com./g/net.motss/c/HZf7ctujqpw","12/5/83",1,"netmotss"
"TH00083","LAMBDA ORIGIN...","https://groups.google.com./g/net.motss/c/jM-XDWrPZCA","12/3/83",1,"netmotss"
"TH00082","More on lambda","https://groups.google.com./g/net.motss/c/j9CQDEF-3IM","12/2/83",1,"netmotss"
"TH00081","Etymology (I know, wrong newsgroup)","https://groups.google.com./g/net.motss/c/dlTbi_pXvrA","12/2/83",3,"netmotss"
"TH00080","gays","https://groups.google.com./g/net.motss/c/Q8tHcNL7U28","11/30/83",2,"netmotss"
"TH00079","coming out and net.motss","https://groups.google.com./g/net.motss/c/Qq0oh0WgXkU","11/28/83",1,"netmotss"
"TH00078","TEST MESSAGE","https://groups.google.com./g/net.motss/c/iFVOA20xYLw","11/28/83",1,"netmotss"
"TH00077","A favorite quotation","https://groups.google.com./g/net.motss/c/FOb2YSqv7JQ","11/28/83",1,"netmotss"
"TH00076","whats natural","https://groups.google.com./g/net.motss/c/V7bIp6gRmZ0","11/28/83",4,"netmotss"
"TH00075","the movie ""Leona""","https://groups.google.com./g/net.motss/c/yRB8Dyp-ZWE","11/27/83",1,"netmotss"
"TH00074","TZK Sequel (slightly smoldering)","https://groups.google.com./g/net.motss/c/BJadgG87a48","11/27/83",5,"netmotss"
"TH00073","Non-sordid movies","https://groups.google.com./g/net.motss/c/_hP8hSV5rFI","11/27/83",1,"netmotss"
"TH00072","non-sordid movies","https://groups.google.com./g/net.motss/c/Go-UPkG1XIo","11/25/83",1,"netmotss"
"TH00071","Someone asked that 'straights' not clutter this newsgroup","https://groups.google.com./g/net.motss/c/xeg1pMG8rrE","11/22/83",1,"netmotss"
"TH00070","Frank Ripploh's ""Taxi Zum Klo""","https://groups.google.com./g/net.motss/c/wuTRjWySi0Y","11/21/83",1,"netmotss"
"TH00069","forwarded message","https://groups.google.com./g/net.motss/c/U_Vsl-VWvKU","11/21/83",1,"netmotss"
"TH00068","Lesbian separatism - (nf)","https://groups.google.com./g/net.motss/c/30p6KlLOGRU","11/21/83",1,"netmotss"
"TH00067","portrayal of gays...ramble ramble","https://groups.google.com./g/net.motss/c/36t9aswpST0","11/21/83",1,"netmotss"
"TH00066","Observations on net.motss - homosexuality is a sin","https://groups.google.com./g/net.motss/c/VdaL2WO9KTA","11/20/83",6,"netmotss"
"TH00065","Who Submits to This Group","https://groups.google.com./g/net.motss/c/qSTlkI8t860","11/19/83",4,"netmotss"
"TH00064","Turing biography - (nf)","https://groups.google.com./g/net.motss/c/GmECsiOsJCY","11/19/83",1,"netmotss"
"TH00063","Gay Guests on Radio Talk Show","https://groups.google.com./g/net.motss/c/3zD3FwDg14E","11/19/83",1,"netmotss"
"TH00062","Net.motss atmosphere - Do gays have to ""come out?""","https://groups.google.com./g/net.motss/c/clyo6DqY4uc","11/18/83",1,"netmotss"
"TH00061","anonymousity & inews.c","https://groups.google.com./g/net.motss/c/BCiIqgwpExY","11/17/83",1,"netmotss"
"TH00060","Gay Teachers questionnaire (resubmission of lost article)","https://groups.google.com./g/net.motss/c/aDoMWzg_jEQ","11/17/83",1,"netmotss"
"TH00059","Gays adpoting children (resubmission of lost article)","https://groups.google.com./g/net.motss/c/LP-Rx20nmuc","11/17/83",1,"netmotss"
"TH00058","That's easy for you to say (resubmission of lost article)","https://groups.google.com./g/net.motss/c/JdhoLb1HC9o","11/17/83",1,"netmotss"
"TH00057","Anonymous posters (resubmission of lost article)","https://groups.google.com./g/net.motss/c/qqolP6kB3lg","11/17/83",1,"netmotss"
"TH00056","forwarded message","https://groups.google.com./g/net.motss/c/V43UIwf3qPs","11/17/83",3,"netmotss"
"TH00055","The Male Couple","https://groups.google.com./g/net.motss/c/_AgQx0NyNZw","11/16/83",1,"netmotss"
"TH00054","Sexual Preference Policies","https://groups.google.com./g/net.motss/c/ngmT13BX8cs","11/15/83",3,"netmotss"
"TH00053","Discussion about Gay Teachers","https://groups.google.com./g/net.motss/c/xUgBfao2YMY","11/15/83",4,"netmotss"
"TH00052","Serious people only","https://groups.google.com./g/net.motss/c/HWFO0ffhVyM","11/14/83",12,"netmotss"
"TH00051","homosexuals vs. bible-thumpers","https://groups.google.com./g/net.motss/c/dkQYVaiaCeU","11/14/83",4,"netmotss"
"TH00050","Turing biography","https://groups.google.com./g/net.motss/c/GQDbVJ2qFNU","11/14/83",1,"netmotss"
"TH00049","Discussion about Gay Teachers","https://groups.google.com./g/net.motss/c/iT0qcfNKSXY","11/12/83",1,"netmotss"
"TH00048","Sexual behavior in the classroom","https://groups.google.com./g/net.motss/c/trZLEJXw4B8","11/11/83",1,"netmotss"
"TH00047","forwarded message","https://groups.google.com./g/net.motss/c/aiPZgjja8dQ","11/10/83",1,"netmotss"
"TH00046","advice to gays - (nf)","https://groups.google.com./g/net.motss/c/q10Upm4VMGo","11/10/83",1,"netmotss"
"TH00045","A Serious Person","https://groups.google.com./g/net.motss/c/e0wyQzG-eps","11/10/83",3,"netmotss"
"TH00044","gay books","https://groups.google.com./g/net.motss/c/IzaxqRb3o_Q","11/9/83",3,"netmotss"
"TH00043","Bible-pus and Dust on Sandals","https://groups.google.com./g/net.motss/c/352WZ86GupY","11/9/83",2,"netmotss"
"TH00042","Christianity vs. gays","https://groups.google.com./g/net.motss/c/Ttt7daWW3mE","11/8/83",1,"netmotss"
"TH00041","Reproduction","https://groups.google.com./g/net.motss/c/eT0mDBly2rg","11/8/83",1,"netmotss"
"TH00040","religious obsolescence","https://groups.google.com./g/net.motss/c/ASIvmE0lySo","11/8/83",2,"netmotss"
"TH00039","""Bearbaiters""...I'll tell them off too if they'll listen!","https://groups.google.com./g/net.motss/c/eLdG12BE_a8","11/7/83",1,"netmotss"
"TH00038","downfall of the Roman Empire","https://groups.google.com./g/net.motss/c/30zXLBj42eQ","11/7/83",2,"netmotss"
"TH00037","Thats Easy For You To Say","https://groups.google.com./g/net.motss/c/t3uR8PwP5OY","11/6/83",4,"netmotss"
"TH00036","How to handle Bear baiters","https://groups.google.com./g/net.motss/c/NmiMqzQsGO4","11/5/83",3,"netmotss"
"TH00035","gay is wrong","https://groups.google.com./g/net.motss/c/RXTMvFJQVso","11/5/83",9,"netmotss"
"TH00034","A Small Step Forward in New York - Discrimination Prohibited","https://groups.google.com./g/net.motss/c/nP1sTzUA5jg","11/4/83",1,"netmotss"
"TH00033","Security Clearances....","https://groups.google.com./g/net.motss/c/qtVu_peBkhE","11/4/83",1,"netmotss"
"TH00032","Civil rights first, religion later","https://groups.google.com./g/net.motss/c/-i645kF0DjU","11/4/83",1,"netmotss"
"TH00031","advice to gays","https://groups.google.com./g/net.motss/c/VUcPZfyENIY","11/3/83",2,"netmotss"
"TH00030","""Erotic art"" on film: Pier Paolo Pasolini","https://groups.google.com./g/net.motss/c/vQJkqIXpFFQ","11/3/83",1,"netmotss"
"TH00029","Alan Turing as a departure for rambl - (nf)","https://groups.google.com./g/net.motss/c/uOYWd2h3K50","11/3/83",2,"netmotss"
"TH00028","gay is wrong","https://groups.google.com./g/net.motss/c/ff1kJ9EVIPo","11/2/83",2,"netmotss"
"TH00027","Generic Flames","https://groups.google.com./g/net.motss/c/kyjoUIkLenw","11/1/83",1,"netmotss"
"TH00026","Missouri Time Sharing System","https://groups.google.com./g/net.motss/c/T71RiOTtP88","10/31/83",1,"netmotss"
"TH00025","Songs about being...","https://groups.google.com./g/net.motss/c/FUiPECttqIo","10/31/83",4,"netmotss"
"TH00024","Alan Turing as a departure for rambling self-consciously","https://groups.google.com./g/net.motss/c/9L9C75KJocU","10/31/83",1,"netmotss"
"TH00023","New private BBOARD system","https://groups.google.com./g/net.motss/c/YeLdAgXoa2c","10/27/83",1,"netmotss"
